zip,internet_adoption_rate,median_income,total_population,pct_seniors,pct_under18,poverty_rate,pct_white,pct_black,pct_hispanic,pct_bachelor_plus,acs_year,avg_household_size,city,state,NAME,area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,fcc_10mbps_coverage,fcc_25mbps_coverage,fcc_100mbps_coverage,fcc_250mbps_coverage,fcc_gigabit_coverage,cluster,lime_top_features,MSA,County
77091,0.518902824145087,34988,30357,0.13021708337451,0.2758507098856936,0.3256451397245621,0.35504167078433313,0.4217149257172975,0.5068682676153771,0.1056428500840004,2022,2.73,HOUSTON,TX,"houston, texas",Total,Census Place,4835000,Houston,"Houston city, TX",1156860,R,Any Technology,1.0,1.0,1.0,1.0,0.9746,0.7243,1,"Poverty Rate: 33%, % White: 36%, % Black: 42%",Houston,Harris County
77092,0.6044524088496795,54494,36320,0.11530837004405287,0.21671255506607928,0.20826766210424444,0.5065253303964757,0.10787444933920705,0.6063876651982378,0.16470264317180616,2022,2.49,HOUSTON,TX,"houston, texas",Total,Census Place,4835000,Houston,"Houston city, TX",1156860,R,Any Technology,1.0,1.0,1.0,1.0,0.9746,0.7243,1,"% Hispanic: 61%, Avg Household Size: 2.5, % Under 18: 22%",Houston,Harris County
77093,0.4923527259421881,37583,48215,0.10405475474437416,0.30791247537073524,0.3605270827261751,0.494265270144146,0.11212278336617235,0.82783366172353,0.030467696774862593,2022,3.5,HOUSTON,TX,"houston, texas",Total,Census Place,4835000,Houston,"Houston city, TX",1156860,R,Any Technology,1.0,1.0,1.0,1.0,0.9746,0.7243,1,"% Hispanic: 83%, Poverty Rate: 36%, % Bachelor Plus: 3%",Houston,Harris County
77094,0.9318405511811023,179387,10623,0.14920455615174621,0.23081991904358468,0.07342558599265744,0.5542690388779065,0.05817565659418243,0.12943612915372305,0.46032194295396783,2022,2.61,HOUSTON,TX,"houston, texas",Total,Census Place,4835000,Houston,"Houston city, TX",1156860,R,Any Technology,1.0,1.0,1.0,1.0,0.9746,0.7243,0,"% Bachelor Plus: 46%, % Hispanic: 13%, Poverty Rate: 7%",Houston,Harris County
77095,0.8527334029059966,90690,69644,0.13622135431623686,0.21586927804261674,0.05120928825571513,0.4826115673999196,0.1522600654758486,0.2832261214174947,0.26793406467175923,2022,2.79,HOUSTON,TX,"houston, texas",Total,Census Place,4835000,Houston,"Houston city, TX",1156860,R,Any Technology,1.0,1.0,1.0,1.0,0.9746,0.7243,0,"Poverty Rate: 5%, % Under 18: 22%, % Hispanic: 28%",Houston,Harris County
77096,0.7925240847784201,79483,33001,0.15981333898972758,0.25105299839398804,0.14358554129108622,0.543286567073725,0.1834792885064089,0.25778006727068875,0.32532347504621073,2022,2.54,HOUSTON,TX,"houston, texas",Total,Census Place,4835000,Houston,"Houston city, TX",1156860,R,Any Technology,1.0,1.0,1.0,1.0,0.9746,0.7243,0,"% Bachelor Plus: 33%, % Hispanic: 26%, % Seniors: 16%",Houston,Harris County
77098,0.8706221198156682,108799,15553,0.12994277631325146,0.13817269980068153,0.0651321288497396,0.6823120941297499,0.04802931910242397,0.15148202919050988,0.5092908120619816,2022,1.79,HOUSTON,TX,"houston, texas",Total,Census Place,4835000,Houston,"Houston city, TX",1156860,R,Any Technology,1.0,1.0,1.0,1.0,0.9746,0.7243,0,"% Bachelor Plus: 51%, Median Income: $108,799, % Hispanic: 15%",Houston,Harris County
77099,0.6539080886906974,45691,49541,0.10821339900284613,0.2926868654245978,0.26072367091166365,0.2714721140065804,0.3217536989564199,0.4523727821400456,0.10375244746775399,2022,3.05,HOUSTON,TX,"houston, texas",Total,Census Place,4835000,Houston,"Houston city, TX",1156860,R,Any Technology,1.0,1.0,1.0,1.0,0.9746,0.7243,1,"Poverty Rate: 26%, % White: 27%, Median Income: $45,691",Houston,Harris County
77301,0.7082740213523132,59452,34299,0.107641622204729,0.26857925887052103,0.18031602708803612,0.5968104026356453,0.14026648007230533,0.4884107408379253,0.11743782617569025,2022,2.95,CONROE,TX,"conroe, texas",Total,Census Place,4816432,Conroe,"Conroe city, TX",50389,R,Any Technology,1.0,1.0,1.0,1.0,0.9332,0.7719,1,"% White: 60%, % Bachelor Plus: 12%, Median Income: $59,452",Houston,Montgomery County
77302,0.6785382471353361,85590,19076,0.14091004403438875,0.2814007129377228,0.13147410358565736,0.7925665758020549,0.02537219542881107,0.2713357097924093,0.12979660306143845,2022,2.95,CONROE,TX,"conroe, texas",Total,Census Place,4816432,Conroe,"Conroe city, TX",50389,R,Any Technology,1.0,1.0,1.0,1.0,0.9332,0.7719,0,"% White: 79%, % Hispanic: 27%, % Black: 3%",Houston,Montgomery County
77303,0.72335374234662,75448,24106,0.11212976022566996,0.28470090433916867,0.1422098436980379,0.7033518626068199,0.05550485356342819,0.37758234464448687,0.07504355762050942,2022,3.01,CONROE,TX,"conroe, texas",Total,Census Place,4816432,Conroe,"Conroe city, TX",50389,R,Any Technology,1.0,1.0,1.0,1.0,0.9332,0.7719,0,"% White: 70%, % Bachelor Plus: 8%, % Black: 6%",Houston,Montgomery County
77304,0.8080484114977307,74182,40317,0.16104868913857678,0.2272490512686956,0.07604923476393778,0.7777364387231193,0.10655554728774462,0.14834933154748617,0.2518044497358434,2022,2.42,CONROE,TX,"conroe, texas",Total,Census Place,4816432,Conroe,"Conroe city, TX",50389,R,Any Technology,1.0,1.0,1.0,1.0,0.9332,0.7719,0,"% Hispanic: 15%, % White: 78%, Poverty Rate: 8%",Houston,Montgomery County
77306,0.7185569065178393,65423,16443,0.07620263942103023,0.30754728455877883,0.1405916437938396,0.8759958645016116,0.025421151857933467,0.5240527884206045,0.06112023353402664,2022,3.27,CONROE,TX,"conroe, texas",Total,Census Place,4816432,Conroe,"Conroe city, TX",50389,R,Any Technology,1.0,1.0,1.0,1.0,0.9332,0.7719,1,"% Hispanic: 52%, % White: 88%, % Bachelor Plus: 6%",Houston,Montgomery County
77316,0.7997898557646385,120846,30577,0.15299081008601237,0.2673251136475128,0.08149243918474687,0.8723877424207738,0.016482977401314713,0.13019589887824182,0.2747816986623933,2022,2.92,MONTGOMERY,TX,"montgomery, texas",Total,Census Place,4849128,Montgomery,"Montgomery city, TX",1580,R,Any Technology,1.0,1.0,1.0,1.0,0.7696,0.5589,0,"% White: 87%, % Bachelor Plus: 27%, % Hispanic: 13%",Houston,Montgomery County
77318,0.7035245335176227,88162,19127,0.199194855439954,0.20703717258325927,0.07037540520757085,0.823077325247033,0.028075495373032885,0.1314895174360851,0.1771318032101218,2022,2.64,WILLIS,TX,"willis, texas",Total,Census Place,4879408,Willis,"Willis city, TX",3008,R,Any Technology,1.0,1.0,1.0,1.0,0.883,0.5146,0,"% White: 82%, Poverty Rate: 7%, % Hispanic: 13%",Houston,Montgomery County
77327,0.5083163116428363,54022,33673,0.09838743206723488,0.32301844207525315,0.21811212849450917,0.5810590087013334,0.07409497223294628,0.47503934903335016,0.06450271731060493,2022,3.21,CLEVELAND,TX,"cleveland, texas",Total,Census Place,4815436,Cleveland,"Cleveland city, TX",3748,R,Any Technology,1.0,1.0,1.0,1.0,0.9709,0.4976,1,"Poverty Rate: 22%, % Bachelor Plus: 6%, Avg Household Size: 3.2",Houston,Liberty County
77328,0.43629593653877285,55747,17860,0.1585666293393057,0.24972004479283313,0.20737120062924883,0.7806270996640537,0.0312989921612542,0.2547592385218365,0.05946248600223964,2022,2.89,CLEVELAND,TX,"cleveland, texas",Total,Census Place,4815436,Cleveland,"Cleveland city, TX",3748,R,Any Technology,1.0,1.0,1.0,1.0,0.9709,0.4976,0,"% White: 78%, % Bachelor Plus: 6%, % Seniors: 16%",Houston,Montgomery County
77338,0.8120801307268656,68239,47997,0.09665187407546305,0.30624830718586576,0.15945656060064356,0.3948163426880847,0.3629185157405671,0.40162926849594766,0.11242369314748839,2022,2.9,HUMBLE,TX,"humble, texas",Total,Census Place,4835348,Humble,"Humble city, TX",8335,R,Any Technology,1.0,1.0,1.0,1.0,0.9869,0.7111,1,"% Black: 36%, % Under 18: 31%, % Seniors: 10%",Houston,Harris County
77346,0.8635555179131024,122321,70704,0.10580730934600588,0.28890868974881195,0.05150153767662023,0.5658802896582937,0.1998755374519122,0.27053632043448744,0.27275684544014484,2022,2.99,HUMBLE,TX,"humble, texas",Total,Census Place,4835348,Humble,"Humble city, TX",8335,R,Any Technology,1.0,1.0,1.0,1.0,0.9869,0.7111,0,"% Bachelor Plus: 27%, Poverty Rate: 5%, Median Income: $122,321",Houston,Harris County
77354,0.7965207047803138,112562,40094,0.11680051878086496,0.26762109043747195,0.09784050246477992,0.70920836035317,0.05257644535341947,0.268144859579987,0.2509602434279443,2022,2.98,MAGNOLIA,TX,"magnolia, texas",Total,Census Place,4846056,Magnolia,"Magnolia city, TX",1910,R,Any Technology,1.0,1.0,1.0,1.0,0.9932,0.8037,0,"% White: 71%, Median Income: $112,562, % Black: 5%",Houston,Montgomery County
77355,0.7678931693726583,107714,31593,0.13889152660399456,0.24008482891779825,0.06684016757648852,0.815465451207546,0.014908365777229133,0.22023866046276075,0.18124268034058177,2022,3.03,MAGNOLIA,TX,"magnolia, texas",Total,Census Place,4846056,Magnolia,"Magnolia city, TX",1910,R,Any Technology,1.0,1.0,1.0,1.0,0.9932,0.8037,0,"% White: 82%, Poverty Rate: 7%, Median Income: $107,714",Houston,Montgomery County
77356,0.7821305290198282,112394,29515,0.22476706759274945,0.1910892766389971,0.07719976924904137,0.9031339996611892,0.03323733694731493,0.05116042690157547,0.30658986955785195,2022,2.37,MONTGOMERY,TX,"montgomery, texas",Total,Census Place,4849128,Montgomery,"Montgomery city, TX",1580,R,Any Technology,1.0,1.0,1.0,1.0,0.7696,0.5589,0,"% Hispanic: 5%, % Bachelor Plus: 31%, % White: 90%",Houston,Montgomery County
77372,0.7529992942836979,72749,13364,0.11979946123914996,0.28748877581562404,0.11462480282430706,0.894791978449566,0.008680035917390003,0.2818766836276564,0.05866507033822209,2022,3.14,SPLENDORA,TX,"splendora, texas",Total,Census Place,4869548,Splendora,"Splendora city, TX",1032,R,Any Technology,1.0,1.0,1.0,1.0,0.7655,0.4002,0,"% White: 89%, Avg Household Size: 3.1, % Bachelor Plus: 6%",Houston,Montgomery County
77375,0.8498829242910415,93886,67965,0.1097329507834915,0.30458324137423676,0.0931815149223858,0.6621054954756125,0.11536820422276171,0.3044361068196866,0.2503494445670566,2022,2.92,TOMBALL,TX,"tomball, texas",Total,Census Place,4873316,Tomball,"Tomball city, TX",7921,R,Any Technology,1.0,1.0,1.0,1.0,0.9842,0.7135,0,"Median Income: $93,886, % Under 18: 30%, Poverty Rate: 9%",Houston,Harris County
77377,0.8719014747411359,114943,38188,0.14719283544568976,0.25589190321566985,0.05341964685139865,0.720880904996334,0.050329946580077514,0.2087043050172829,0.2768147061904263,2022,2.99,TOMBALL,TX,"tomball, texas",Total,Census Place,4873316,Tomball,"Tomball city, TX",7921,R,Any Technology,1.0,1.0,1.0,1.0,0.9842,0.7135,0,"% White: 72%, Median Income: $114,943, % Hispanic: 21%",Houston,Harris County
77378,0.5432120062101087,66882,18112,0.12472393992932862,0.234375,0.09090403956214925,0.7006956713780919,0.044059187279151944,0.41475265017667845,0.09916077738515901,2022,3.1,WILLIS,TX,"willis, texas",Total,Census Place,4879408,Willis,"Willis city, TX",3008,R,Any Technology,1.0,1.0,1.0,1.0,0.883,0.5146,0,"% White: 70%, Avg Household Size: 3.1, % Black: 4%",Houston,Montgomery County
77384,0.8566272308000802,99884,22958,0.21957487586026658,0.1952696227894416,0.024156071898290225,0.7413973342625664,0.05496994511717049,0.14060458228068648,0.3959404129279554,2022,2.29,CONROE,TX,"conroe, texas",Total,Census Place,4816432,Conroe,"Conroe city, TX",50389,R,Any Technology,1.0,1.0,1.0,1.0,0.9332,0.7719,0,"% White: 74%, % Bachelor Plus: 40%, % Hispanic: 14%",Houston,Montgomery County
77385,0.8213835034989102,109677,26497,0.09597312903347549,0.28093746461863606,0.05235144280120138,0.6758500962373098,0.11140883873646074,0.2708231120504208,0.22425180209080273,2022,3.04,CONROE,TX,"conroe, texas",Total,Census Place,4816432,Conroe,"Conroe city, TX",50389,R,Any Technology,1.0,1.0,1.0,1.0,0.9332,0.7719,0,"Median Income: $109,677, Poverty Rate: 5%, % Seniors: 10%",Houston,Montgomery County
77396,0.6751176559890694,76919,60253,0.07495062486515194,0.2624599604998921,0.12020933275185347,0.38652017326938076,0.2857617048113787,0.48286392378802717,0.14804242112425936,2022,2.91,HUMBLE,TX,"humble, texas",Total,Census Place,4835348,Humble,"Humble city, TX",8335,R,Any Technology,1.0,1.0,1.0,1.0,0.9869,0.7111,1,"% Black: 29%, % Bachelor Plus: 15%, % Seniors: 7%",Houston,Harris County
77401,0.9053545112166367,215197,17233,0.1787268612545697,0.26002437184471655,0.021511627906976746,0.6822955956594905,0.015899727267451983,0.10845470898856845,0.44948645041490165,2022,2.81,BELLAIRE,TX,"bellaire, texas",Total,Census Place,4807300,Bellaire,"Bellaire city, TX",7850,R,Any Technology,1.0,1.0,1.0,1.0,0.9994,0.9173,0,"Median Income: $215,197, % Bachelor Plus: 45%, Poverty Rate: 2%",Houston,Harris County
77406,0.9202512086926182,139280,63187,0.12458258819060883,0.26662129868485607,0.06079952365987992,0.583078797853989,0.12406032886511466,0.27491414373209677,0.3081171760013927,2022,3.01,RICHMOND,TX,"richmond, texas",Total,Census Place,4861892,Richmond,"Richmond city, TX",5683,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,0,"% Bachelor Plus: 31%, Poverty Rate: 6%, Median Income: $139,280",Houston,Fort Bend County
77407,0.8766669610527246,106131,76600,0.05595300261096606,0.30137075718015666,0.06177343637623736,0.27006527415143605,0.27006527415143605,0.17677545691906005,0.3093864229765013,2022,3.38,RICHMOND,TX,"richmond, texas",Total,Census Place,4861892,Richmond,"Richmond city, TX",5683,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,0,"% White: 27%, % Bachelor Plus: 31%, % Hispanic: 18%",Houston,Fort Bend County
77417,0.3568862275449102,55208,3267,0.1300887664524028,0.37159473523109887,0.22742577288031834,0.4123048668503214,0.06366697275788184,0.7306397306397306,0.025711662075298437,2022,3.89,BEASLEY,TX,"beasley, texas",Total,Census Place,4806272,Beasley,"Beasley city, TX",337,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,1,"% Hispanic: 73%, Poverty Rate: 23%, % Bachelor Plus: 3%",Houston,Fort Bend County
77418,0.4214360041623309,79444,10384,0.2025231124807396,0.24210323574730355,0.11190592846643801,0.7416217257318952,0.11122881355932203,0.19664869029275808,0.20936055469953774,2022,2.65,BELLVILLE,TX,"bellville, texas",Total,Census Place,4807432,Bellville,"Bellville city, TX",1965,R,Any Technology,1.0,1.0,1.0,1.0,1.0,0.6346,0,"% White: 74%, % Hispanic: 20%, % Seniors: 20%",Houston,Austin County
77422,0.596210775606868,68937,14302,0.19941266955670536,0.19605649559502167,0.1404189294026377,0.7423437281499091,0.11417983498811356,0.19186127814291706,0.09928681303314221,2022,2.54,BRAZORIA,TX,"brazoria, texas",Total,Census Place,4810072,Brazoria,"Brazoria city, TX",1733,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,0,"% White: 74%, % Hispanic: 19%, % Under 18: 20%",Houston,Brazoria County
77423,0.678754171301446,85082,15627,0.1002751647789083,0.3049209701158252,0.12191647782453868,0.4961924873616177,0.16529084277212516,0.39521341268317656,0.13937416010750625,2022,3.39,BROOKSHIRE,TX,"brookshire, texas",Total,Census Place,4810636,Brookshire,"Brookshire city, TX",2249,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,1,"Avg Household Size: 3.4, % Under 18: 30%, Poverty Rate: 12%",Houston,Waller County
77441,0.8907778295295762,170261,27067,0.11996157682787158,0.3051686555584291,0.013296788769954443,0.6331695422470167,0.035061144567185135,0.22148742010566372,0.4262385931207744,2022,3.15,FULSHEAR,TX,"fulshear, texas",Total,Census Place,4827876,Fulshear,"Fulshear city, TX",8666,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,0,"% Bachelor Plus: 43%, Median Income: $170,261, % Hispanic: 22%",Houston,Fort Bend County
77445,0.4405420881847681,57217,14680,0.15326975476839236,0.2616485013623978,0.1398822044594026,0.38944141689373296,0.33188010899182563,0.3310626702997275,0.09019073569482289,2022,2.72,HEMPSTEAD,TX,"hempstead, texas",Total,Census Place,4833200,Hempstead,"Hempstead city, TX",2522,R,Any Technology,1.0,1.0,1.0,1.0,0.9976,0.7272,1,"% Black: 33%, % Seniors: 15%, % Hispanic: 33%",Houston,Waller County
77446,0.49848637739656915,33466,6276,0.016730401529636712,0.05497131931166348,0.42748414376321353,0.03521351179094965,0.901370299553856,0.049394518801784575,0.032982791586998086,2022,2.43,PRAIRIE VIEW,TX,"prairie view, texas",Total,Census Place,4859336,Prairie View,"Prairie View city, TX",1134,R,Any Technology,1.0,1.0,1.0,1.0,0.9312,0.134,1,"Poverty Rate: 43%, % White: 4%, % Hispanic: 5%",Houston,Waller County
77449,0.7854983305728632,82300,122098,0.07509541515831546,0.299472554833003,0.10682502317112182,0.39306131140559225,0.21931563170567905,0.49849301380857997,0.17655489852413636,2022,3.21,KATY,TX,"katy, texas",Total,Census Place,4838476,Katy,"Katy city, TX",10507,R,Any Technology,1.0,1.0,1.0,1.0,0.9999,0.9999,1,"Avg Household Size: 3.2, % Under 18: 30%, Poverty Rate: 11%",Houston,Harris County
77450,0.8336207933897557,103245,72651,0.12282005753534019,0.2797346216844916,0.07327330639934918,0.6499979353346822,0.06699150734332632,0.21758819562015663,0.32390469504893254,2022,2.91,KATY,TX,"katy, texas",Total,Census Place,4838476,Katy,"Katy city, TX",10507,R,Any Technology,1.0,1.0,1.0,1.0,0.9999,0.9999,0,"Median Income: $103,245, % Bachelor Plus: 32%, Poverty Rate: 7%",Houston,Harris County
77451,0.2716049382716049,55417,472,0.23516949152542374,0.3495762711864407,0.1276595744680851,0.2478813559322034,0.5338983050847458,0.4639830508474576,0.07203389830508475,2022,2.91,KENDLETON,TX,"kendleton, texas",Total,Census Place,4838848,Kendleton,"Kendleton city, TX",299,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,1,"% White: 25%, % Black: 53%, % Bachelor Plus: 7%",Houston,Fort Bend County
77461,0.6100096711798839,69766,12719,0.1298844248761695,0.2942841418350499,0.182665498287262,0.6559477946379433,0.015488639043949997,0.4782608695652174,0.13460177686925073,2022,3.04,NEEDVILLE,TX,"needville, texas",Total,Census Place,4850628,Needville,"Needville city, TX",1467,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,1,"% Under 18: 29%, % Black: 2%, % Bachelor Plus: 13%",Houston,Fort Bend County
77464,0.5384615384615384,54583,411,0.25547445255474455,0.2141119221411192,0.0535279805352798,0.7834549878345499,0.012165450121654502,0.40145985401459855,0.0413625304136253,2022,2.26,ORCHARD,TX,"orchard, texas",Total,Census Place,4854192,Orchard,"Orchard city, TX",183,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,0,"% White: 78%, Poverty Rate: 5%, Avg Household Size: 2.3",Houston,Fort Bend County
77466,0.6098901098901099,45588,335,0.2537313432835821,0.09850746268656717,0.21492537313432836,0.7940298507462686,0.0,0.31343283582089554,0.14328358208955225,2022,1.84,PATTISON,TX,"pattison, texas",Total,Census Place,4856108,Pattison,"Pattison city, TX",309,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,0,"Poverty Rate: 21%, % White: 79%, % Under 18: 10%",Houston,Waller County
77469,0.8161144219308701,98210,60971,0.1139558150596185,0.2560233553656656,0.05551547688952269,0.42310278657066475,0.23960571419199292,0.32677830443981565,0.24521493824933166,2022,2.83,RICHMOND,TX,"richmond, texas",Total,Census Place,4861892,Richmond,"Richmond city, TX",5683,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,0,"Median Income: $98,210, Poverty Rate: 6%, % Black: 24%",Houston,Fort Bend County
77471,0.6816791948018855,67743,43116,0.12872251600333984,0.2559606642545691,0.1460537970257797,0.5047082289637258,0.12907041469524075,0.5879719825586789,0.12025698116708415,2022,2.73,ROSENBERG,TX,"rosenberg, texas",Total,Census Place,4863284,Rosenberg,"Rosenberg city, TX",17804,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,1,"% Hispanic: 59%, % Bachelor Plus: 12%, % White: 50%",Houston,Fort Bend County
77474,0.5725874598614162,74139,14819,0.1894864700722046,0.24907213712126325,0.13025780189959293,0.7072002159389972,0.0684256697482961,0.37074026587489034,0.1331398879816452,2022,2.49,SEALY,TX,"sealy, texas",Total,Census Place,4866464,Sealy,"Sealy city, TX",3585,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,0,"% White: 71%, Avg Household Size: 2.5, % Seniors: 19%",Houston,Austin County
77476,0.41935483870967744,65491,270,0.36666666666666664,0.24814814814814815,0.2037037037037037,0.8518518518518519,0.1111111111111111,0.2777777777777778,0.18518518518518517,2022,2.82,SIMONTON,TX,"simonton, texas",Total,Census Place,4867964,Simonton,"Simonton city, TX",407,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,0,"% White: 85%, % Seniors: 37%, % Hispanic: 28%",Houston,Fort Bend County
77477,0.7896004214011588,71746,33771,0.10849545468005094,0.22297237274584703,0.1194972299994043,0.3087856444878742,0.2832903970862574,0.26282905451422817,0.2474608391815463,2022,2.54,STAFFORD,TX,"stafford, texas",Total,Census Place,4869908,Stafford,"Stafford city, TX",9132,R,Any Technology,1.0,1.0,1.0,1.0,0.9569,0.6212,0,"% White: 31%, % Black: 28%, % Hispanic: 26%",Houston,Fort Bend County
77478,0.8733535967578521,110032,23105,0.2444925340835317,0.16481281107985285,0.05131664853101197,0.47833802207314435,0.04371348193031811,0.132006059294525,0.3923826011685782,2022,2.58,SUGAR LAND,TX,"sugar land, texas",Total,Census Place,4870808,Sugar Land,"Sugar Land city, TX",44262,R,Any Technology,1.0,1.0,1.0,1.0,0.9994,0.7877,0,"Median Income: $110,032, % Bachelor Plus: 39%, Poverty Rate: 5%",Houston,Fort Bend County
77479,0.8919140785333151,154658,91618,0.14991595537994717,0.25443690104564604,0.03932744371615845,0.37076775306162546,0.07796502870614945,0.11558863978694144,0.4116221703158768,2022,3.13,SUGAR LAND,TX,"sugar land, texas",Total,Census Place,4870808,Sugar Land,"Sugar Land city, TX",44262,R,Any Technology,1.0,1.0,1.0,1.0,0.9994,0.7877,0,"% White: 37%, % Bachelor Plus: 41%, Median Income: $154,658",Houston,Fort Bend County
77480,0.5911157747464149,76445,8017,0.2152925034302108,0.2825246351503056,0.0731614859742229,0.8086566047149807,0.06174379443682176,0.2648122739179244,0.11263564924535362,2022,2.77,SWEENY,TX,"sweeny, texas",Total,Census Place,4871492,Sweeny,"Sweeny city, TX",1806,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,0,"% White: 81%, Poverty Rate: 7%, % Seniors: 22%",Houston,Brazoria County
77484,0.3840200794812801,72485,13661,0.1232706244052412,0.20811068003806457,0.12545800967316428,0.6516360442134543,0.14559695483493157,0.25181172681355685,0.1168289290681502,2022,2.84,WALLER,TX,"waller, texas",Total,Census Place,4876228,Waller,"Waller city, TX",1792,R,Any Technology,1.0,1.0,1.0,1.0,0.9821,0.9414,0,"% Under 18: 21%, % Hispanic: 25%, % Bachelor Plus: 12%",Houston,Waller County
77485,0.2742282842785355,46528,3454,0.14794441227562247,0.20961204400694847,0.13562281722933645,0.6169658367110596,0.09612044006948466,0.2898089171974522,0.11349160393746381,2022,2.47,WALLIS,TX,"wallis, texas",Total,Census Place,4876240,Wallis,"Wallis city, TX",668,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,0,"% Under 18: 21%, Median Income: $46,528, Avg Household Size: 2.5",Houston,Austin County
77486,0.6918544194107452,88809,7689,0.21511249837430094,0.23058915333593444,0.06400315415954791,0.802054883599948,0.031343477695409024,0.24710625568994668,0.14007023019898557,2022,2.66,WEST COLUMBIA,TX,"west columbia, texas",Total,Census Place,4877416,West Columbia,"West Columbia city, TX",2131,R,Any Technology,1.0,1.0,1.0,1.0,1.0,1.0,0,"% White: 80%, Poverty Rate: 6%, % Hispanic: 25%",Houston,Brazoria County
77493,0.8327434159217709,110220,55317,0.0821266518430139,0.31731655729703345,0.09669549789310268,0.5016902579677134,0.1447475459623624,0.3488439358605854,0.23372561780284543,2022,3.31,KATY,TX,"katy, texas",Total,Census Place,4838476,Katy,"Katy city, TX",10507,R,Any Technology,1.0,1.0,1.0,1.0,0.9999,0.9999,0,"Median Income: $110,220, Avg Household Size: 3.3, % Under 18: 32%",Houston,Harris County
77494,0.8903505548614684,144444,130920,0.08930644668499847,0.3182554231591812,0.05395658665441599,0.49150626336694164,0.07516040329972502,0.24936602505346778,0.3958906202260923,2022,3.2,KATY,TX,"katy, texas",Total,Census Place,4838476,Katy,"Katy city, TX",10507,R,Any Technology,1.0,1.0,1.0,1.0,0.9999,0.9999,0,"% Bachelor Plus: 40%, Poverty Rate: 5%, Median Income: $144,444",Houston,Fort Bend County
77498,0.8530005941770648,93703,54402,0.11558398588287196,0.25701260983052093,0.08132879359528848,0.3801882283739568,0.22140730120216168,0.23337377302305062,0.22252858350795926,2022,3.23,SUGAR LAND,TX,"sugar land, texas",Total,Census Place,4870808,Sugar Land,"Sugar Land city, TX",44262,R,Any Technology,1.0,1.0,1.0,1.0,0.9994,0.7877,0,"Median Income: $93,703, Poverty Rate: 8%, Avg Household Size: 3.2",Houston,Fort Bend County
77502,0.6319678861417753,58714,36374,0.10474514763292461,0.2923791719359982,0.23485120114736466,0.559685489635454,0.032935613350195195,0.8378237202397317,0.04516962665640292,2022,3.3,PASADENA,TX,"pasadena, texas",Total,Census Place,4856000,Pasadena,"Pasadena city, TX",61883,R,Any Technology,1.0,1.0,1.0,1.0,0.9876,0.7343,1,"% Hispanic: 84%, Poverty Rate: 23%, % Bachelor Plus: 5%",Houston,Harris County
77503,0.6999247931812485,67697,23248,0.1118805918788713,0.2970147969717825,0.16480361880735941,0.5792326221610461,0.0344545767377839,0.7354611149346181,0.0674036476256022,2022,2.88,PASADENA,TX,"pasadena, texas",Total,Census Place,4856000,Pasadena,"Pasadena city, TX",61883,R,Any Technology,1.0,1.0,1.0,1.0,0.9876,0.7343,1,"% Hispanic: 74%, % Bachelor Plus: 7%, % Under 18: 30%",Houston,Harris County
77504,0.6650262467191601,52620,25401,0.14519113420731466,0.26581630644462817,0.20297645312688034,0.6184795874178182,0.05515530884610842,0.6446990275973387,0.10605881658202433,2022,2.73,PASADENA,TX,"pasadena, texas",Total,Census Place,4856000,Pasadena,"Pasadena city, TX",61883,R,Any Technology,1.0,1.0,1.0,1.0,0.9876,0.7343,1,"% Hispanic: 64%, Median Income: $52,620, % Bachelor Plus: 11%",Houston,Harris County
77505,0.7902319902319902,90917,23179,0.12813322403900082,0.26554208550843433,0.09481526400138607,0.7306613745200397,0.019155269856335477,0.46572328400707536,0.16105095129211786,2022,2.83,PASADENA,TX,"pasadena, texas",Total,Census Place,4856000,Pasadena,"Pasadena city, TX",61883,R,Any Technology,1.0,1.0,1.0,1.0,0.9876,0.7343,0,"% White: 73%, Median Income: $90,917, % Black: 2%",Houston,Harris County
77506,0.6028161028161028,51810,37561,0.06376294560847688,0.3349218604403504,0.2165816122050926,0.6160379116636937,0.01091557732754719,0.9030111019408429,0.030084396049093475,2022,3.54,PASADENA,TX,"pasadena, texas",Total,Census Place,4856000,Pasadena,"Pasadena city, TX",61883,R,Any Technology,1.0,1.0,1.0,1.0,0.9876,0.7343,1,"% Hispanic: 90%, Poverty Rate: 22%, Median Income: $51,810",Houston,Harris County
